,Date,County,inventory_price_increased,inventory_price_decreased,median_days_on_market,demand_score,ldp_unique_viewers_per_property_vs_us
766,2020-11,San Joaquin County,52.0,116.0,38.0,83.76664552948637,1.5659
767,2020-11,Imperial County,0.0,12.0,37.0,68.73811033608118,1.273
768,2020-11,Inyo County,0.0,0.0,48.0,,
769,2020-11,El Dorado County,12.0,136.0,42.0,80.78630310716551,1.4941
770,2020-11,Napa County,4.0,52.0,68.0,27.203551046290425,0.736
771,2020-11,Tulare County,24.0,108.0,44.0,73.5573874445149,1.3443
772,2020-11,Monterey County,8.0,64.0,49.0,70.57704502219404,1.2939
773,2020-11,Sutter County,0.0,40.0,42.0,98.60494610019023,2.69
774,2020-11,San Benito County,4.0,8.0,62.0,87.31769181991123,1.68
775,2020-11,Marin County,4.0,124.0,41.0,40.83703233988586,0.884
776,2020-11,Riverside County,340.0,844.0,39.0,17.247939124920737,0.613
777,2020-11,Santa Barbara County,16.0,100.0,55.0,58.14838300570704,1.1168
778,2020-11,San Francisco County,24.0,344.0,53.0,3.614457831325301,0.3561
779,2020-11,Del Norte County,0.0,12.0,99.0,,
780,2020-11,Santa Clara County,40.0,404.0,31.0,7.165504121750159,0.438
781,2020-11,Fresno County,32.0,204.0,37.0,61.50919467343057,1.1589
782,2020-11,Yolo County,20.0,44.0,45.0,68.48446417247939,1.2699
783,2020-11,Solano County,52.0,80.0,33.0,81.86429930247306,1.5138
784,2020-11,Sacramento County,140.0,424.0,35.0,64.1724793912492,1.2058
785,2020-11,Sonoma County,24.0,192.0,42.0,22.320862396956244,0.673
786,2020-11,Amador County,0.0,36.0,53.0,67.85034876347495,1.261
787,2020-11,Yuba County,4.0,28.0,56.0,91.88332276474318,1.8827
788,2020-11,Alameda County,32.0,264.0,31.0,30.120481927710845,0.7704
789,2020-11,Alpine County,0.0,0.0,93.0,,
790,2020-11,San Luis Obispo County,12.0,116.0,58.0,55.48509828788839,1.08
791,2020-11,Los Angeles County,460.0,2120.0,42.0,8.18008877615726,0.466
792,2020-11,Santa Cruz County,8.0,68.0,43.0,63.79201014584655,1.1964
793,2020-11,Nevada County,8.0,96.0,59.0,35.82752060875079,0.8304
794,2020-11,Sierra County,0.0,4.0,78.0,,
795,2020-11,Kings County,4.0,32.0,30.0,85.79581483830057,1.6304
796,2020-11,Calaveras County,4.0,56.0,62.0,61.31896005072923,1.1563
797,2020-11,Tuolumne County,4.0,60.0,64.0,60.87507926442613,1.1539
798,2020-11,Orange County,192.0,932.0,42.0,10.970196575776791,0.5197
799,2020-11,Plumas County,0.0,32.0,119.0,,
800,2020-11,Glenn County,0.0,8.0,65.0,,
801,2020-11,Ventura County,36.0,212.0,39.0,55.294863665187066,1.0774
802,2020-11,San Bernardino County,264.0,572.0,39.0,25.808497146480654,0.7197
803,2020-11,Colusa County,0.0,0.0,50.0,,
804,2020-11,Humboldt County,0.0,48.0,45.0,81.03994927076728,1.4995
805,2020-11,Siskiyou County,0.0,16.0,87.0,50.792644261255546,1.0108
806,2020-11,San Mateo County,12.0,228.0,39.0,12.682308180088777,0.5422
807,2020-11,Lassen County,0.0,20.0,96.0,,
808,2020-11,Mono County,0.0,16.0,75.0,,
809,2020-11,Butte County,12.0,112.0,47.0,47.875713379835126,0.9755
810,2020-11,Merced County,32.0,64.0,31.0,38.23715916296766,0.8571
811,2020-11,Contra Costa County,40.0,264.0,32.0,52.377932783766646,1.0313
812,2020-10,Mono County,0.0,16.0,68.0,,
813,2020-10,Sacramento County,152.0,504.0,32.0,61.50919467343057,1.1731
814,2020-10,San Joaquin County,76.0,140.0,34.0,82.81547241597971,1.5505
815,2020-10,Placer County,56.0,300.0,37.0,70.57704502219404,1.3046
816,2020-10,San Francisco County,24.0,488.0,38.0,2.9803424223208625,0.3341
817,2020-10,Santa Barbara County,36.0,160.0,49.0,59.670259987317685,1.1444
818,2020-10,San Benito County,4.0,12.0,57.0,84.33734939759037,1.5887
819,2020-10,Yolo County,24.0,48.0,41.0,69.05516804058338,1.2877
820,2020-10,Lake County,4.0,52.0,61.0,15.218769816106532,0.5795
821,2020-10,Inyo County,0.0,4.0,94.0,,
822,2020-10,Mendocino County,0.0,36.0,60.0,56.689917564996826,1.0987
823,2020-10,Siskiyou County,0.0,24.0,77.0,42.35890932149651,0.8946
824,2020-10,Mariposa County,0.0,16.0,63.0,,
825,2020-10,Monterey County,20.0,88.0,50.0,71.65504121750158,1.3321
826,2020-10,Alameda County,64.0,376.0,23.0,32.466708941027264,0.7968
827,2020-10,San Bernardino County,364.0,708.0,32.0,26.75967025998732,0.7299
828,2020-10,Yuba County,8.0,40.0,42.0,91.69308814204186,1.888
829,2020-10,Modoc County,0.0,4.0,94.0,,
830,2020-10,Glenn County,0.0,8.0,70.0,,
831,2020-10,Merced County,24.0,68.0,31.0,59.48002536461636,1.144
832,2020-10,San Mateo County,32.0,288.0,29.0,11.794546607482562,0.5174
833,2020-10,Nevada County,8.0,108.0,53.0,31.19847812301839,0.7763
834,2020-10,Del Norte County,0.0,8.0,90.0,,
835,2020-10,Solano County,68.0,96.0,29.0,80.65948002536462,1.5068
836,2020-10,Colusa County,0.0,4.0,56.0,,
837,2020-10,San Diego County,392.0,1160.0,24.0,15.472415979708307,0.5826
838,2020-10,Butte County,8.0,84.0,45.0,51.934051997463534,1.0259
839,2020-10,Contra Costa County,52.0,344.0,23.0,51.42675967025999,1.0181
840,2020-10,Marin County,4.0,136.0,36.0,37.66645529486367,0.8468
841,2020-10,El Dorado County,12.0,192.0,37.0,76.79137603043755,1.4244
842,2020-10,Riverside County,388.0,1032.0,36.0,18.32593532022828,0.6264
843,2020-10,Stanislaus County,44.0,128.0,35.0,73.30374128091313,1.3542
844,2020-10,Napa County,4.0,48.0,70.0,21.496512365250474,0.6654
845,2020-10,Shasta County,20.0,136.0,42.0,22.828154724159795,0.6794
846,2020-10,Santa Clara County,48.0,456.0,25.0,8.306911857958148,0.4487
847,2020-10,Sierra County,0.0,4.0,65.0,,
848,2020-10,Lassen County,4.0,24.0,78.0,,
849,2020-10,Tuolumne County,4.0,96.0,56.0,52.694990488268864,1.0375
850,2020-10,Imperial County,4.0,16.0,31.0,76.72796448953709,1.4235
851,2020-10,Amador County,0.0,56.0,51.0,65.94800253646163,1.2372
852,2020-10,Alpine County,0.0,4.0,84.0,,
853,2020-10,Kings County,4.0,56.0,27.0,93.40519974635384,1.9697
854,2020-10,Kern County,80.0,348.0,33.0,44.0710209258085,0.9177
855,2020-10,Sutter County,4.0,68.0,32.0,96.9562460367787,2.3667
856,2020-10,Plumas County,0.0,48.0,110.0,,
857,2020-10,Tehama County,4.0,60.0,53.0,43.18325935320228,0.9052
858,2020-10,Santa Cruz County,8.0,84.0,56.0,61.82625237793279,1.1792
859,2020-10,Tulare County,36.0,140.0,39.0,75.26949904882689,1.391
860,2020-10,Sonoma County,28.0,228.0,42.0,26.37920101458465,0.7249
861,2020-10,Los Angeles County,592.0,2636.0,36.0,10.46290424857324,0.4983
862,2020-10,Fresno County,48.0,236.0,29.0,58.592263792010144,1.1297
863,2020-10,San Luis Obispo County,16.0,144.0,53.0,58.5288522511097,1.1291
864,2020-10,Trinity County,0.0,16.0,114.0,,
865,2020-10,Madera County,12.0,76.0,49.0,51.8706404565631,1.0259
866,2020-10,Humboldt County,0.0,44.0,51.0,85.9860494610019,1.6445
867,2020-10,Ventura County,48.0,264.0,35.0,55.54850982878884,1.0859
868,2020-10,Calaveras County,12.0,96.0,49.0,62.27013316423589,1.1832
869,2020-10,Orange County,244.0,1308.0,35.0,11.28725428027901,0.5133
870,2020-09,Humboldt County,4.0,32.0,42.0,87.000634115409,1.6963
871,2020-09,Riverside County,404.0,936.0,36.0,22.764743183259352,0.6842
872,2020-09,Lake County,4.0,64.0,62.0,19.21369689283449,0.6388
873,2020-09,Amador County,4.0,48.0,49.0,72.85986049461002,1.3816
874,2020-09,Mono County,0.0,28.0,60.0,,
875,2020-09,Ventura County,56.0,248.0,20.0,62.27013316423589,1.1865
876,2020-09,Tulare County,60.0,156.0,43.0,76.28408370323399,1.4493
877,2020-09,Colusa County,0.0,8.0,64.0,,
878,2020-09,San Francisco County,16.0,484.0,37.0,4.692454026632848,0.3772
879,2020-09,Madera County,12.0,96.0,44.0,51.8706404565631,1.0266
880,2020-09,Sierra County,0.0,0.0,56.0,,
881,2020-09,El Dorado County,40.0,164.0,37.0,81.3570069752695,1.5642
882,2020-09,Tuolumne County,4.0,88.0,51.0,60.93849080532657,1.1731
883,2020-09,Los Angeles County,596.0,2468.0,35.0,15.155358275206089,0.5813
884,2020-09,Yolo County,20.0,56.0,37.0,70.45022194039315,1.3376
885,2020-09,Calaveras County,28.0,60.0,44.0,65.88459099556118,1.2543
886,2020-09,Shasta County,24.0,116.0,42.0,31.769181991122387,0.8014
887,2020-09,San Mateo County,16.0,276.0,29.0,15.218769816106532,0.5816
888,2020-09,Imperial County,4.0,12.0,36.0,73.81103360811667,1.4064
889,2020-09,Placer County,72.0,308.0,35.0,70.19657577679138,1.333
890,2020-09,San Diego County,312.0,1012.0,32.0,19.403931515535827,0.6392
891,2020-09,Solano County,48.0,100.0,23.0,79.01077996195308,1.5175
892,2020-09,Alameda County,40.0,364.0,24.0,38.871274571972094,0.8811
893,2020-09,Sacramento County,168.0,444.0,32.0,66.20164870006342,1.2622
894,2020-09,Orange County,264.0,1316.0,36.0,13.4432466708941,0.5642
895,2020-09,Contra Costa County,60.0,360.0,26.0,56.81674064679771,1.1079
896,2020-09,San Bernardino County,352.0,616.0,33.0,33.417882054533926,0.8169
897,2020-09,Lassen County,0.0,12.0,82.0,,
898,2020-09,Santa Barbara County,20.0,140.0,49.0,64.55294863665188,1.2371
899,2020-09,Sonoma County,16.0,232.0,46.0,33.79835129993659,0.8187
900,2020-09,Modoc County,0.0,4.0,80.0,,
901,2020-09,Trinity County,0.0,8.0,96.0,,
902,2020-09,Sutter County,0.0,48.0,34.0,97.46353836398224,2.5073
903,2020-09,Inyo County,0.0,8.0,100.0,,
904,2020-09,Butte County,12.0,108.0,46.0,56.56309448319594,1.1041
905,2020-09,Kern County,100.0,380.0,30.0,46.6708941027267,0.9661
906,2020-09,Plumas County,4.0,16.0,102.0,,
907,2020-09,Stanislaus County,40.0,116.0,33.0,81.16677235256817,1.5623
908,2020-09,Napa County,4.0,68.0,68.0,31.135066582117943,0.791
909,2020-09,Santa Cruz County,8.0,76.0,58.0,64.42612555485098,1.2304
910,2020-09,Glenn County,0.0,8.0,88.0,,
911,2020-09,Monterey County,24.0,84.0,51.0,76.53772986683578,1.4517
912,2020-09,Nevada County,8.0,108.0,54.0,37.60304375396322,0.8706
913,2020-09,Mariposa County,0.0,24.0,73.0,,
914,2020-09,Siskiyou County,0.0,12.0,83.0,46.16360177552315,0.959
915,2020-09,Santa Clara County,52.0,524.0,28.0,9.765377298668358,0.485
916,2020-09,Mendocino County,4.0,36.0,63.0,62.52377932783767,1.1942
917,2020-09,Tehama County,4.0,28.0,56.0,49.84147114774889,0.9988
918,2020-09,San Benito County,8.0,24.0,47.0,88.64933417882055,1.7943
919,2020-09,Marin County,4.0,132.0,34.0,46.290424857324034,0.9596
920,2020-09,Alpine County,0.0,0.0,73.0,,
921,2020-09,San Joaquin County,84.0,160.0,35.0,83.57641090678504,1.6073
922,2020-09,Merced County,20.0,56.0,45.0,67.72352568167406,1.2852
923,2020-09,San Luis Obispo County,16.0,160.0,57.0,56.880152187698165,1.1106
924,2020-09,Fresno County,48.0,240.0,29.0,63.79201014584655,1.2145
925,2020-09,Yuba County,8.0,32.0,39.0,93.0881420418516,1.9875
926,2020-09,Del Norte County,0.0,12.0,76.0,,
927,2020-09,Kings County,8.0,32.0,20.0,96.44895370957516,2.3193
928,2020-08,Monterey County,8.0,76.0,60.0,78.12301838934687,1.4646
929,2020-08,Mono County,4.0,40.0,59.0,,
930,2020-08,Tuolumne County,8.0,100.0,63.0,68.48446417247939,1.2738
931,2020-08,San Luis Obispo County,16.0,200.0,58.0,56.30944831959417,1.0841
932,2020-08,Santa Clara County,56.0,608.0,31.0,11.667723525681676,0.5142
933,2020-08,Sierra County,0.0,4.0,76.0,,
934,2020-08,Stanislaus County,44.0,84.0,37.0,82.68864933417882,1.5642
935,2020-08,Inyo County,0.0,0.0,120.0,,
936,2020-08,Santa Barbara County,32.0,140.0,53.0,69.81610653138871,1.2991
937,2020-08,Kings County,8.0,36.0,42.0,97.14648065948003,2.4037
938,2020-08,Glenn County,0.0,8.0,120.0,,
939,2020-08,Colusa County,0.0,12.0,58.0,,
940,2020-08,Madera County,16.0,100.0,51.0,64.93341788205453,1.2222
941,2020-08,San Joaquin County,80.0,180.0,39.0,80.97653772986683,1.5265
942,2020-08,San Bernardino County,428.0,636.0,45.0,37.34939759036144,0.8514
943,2020-08,Del Norte County,4.0,12.0,85.0,,
944,2020-08,Solano County,68.0,132.0,27.0,81.54724159797084,1.5333
945,2020-08,Alpine County,0.0,0.0,179.0,,
946,2020-08,Plumas County,0.0,52.0,84.0,,
947,2020-08,Yolo County,20.0,68.0,38.0,69.18199112238428,1.2893
948,2020-08,Mendocino County,8.0,48.0,74.0,67.40646797717184,1.2599
949,2020-08,Imperial County,4.0,12.0,44.0,76.60114140773621,1.4418
950,2020-08,San Mateo County,28.0,296.0,31.0,21.75015852885225,0.6607
951,2020-08,Ventura County,44.0,308.0,40.0,63.1578947368421,1.199
952,2020-08,Mariposa County,4.0,28.0,85.0,,
953,2020-08,Calaveras County,16.0,76.0,69.0,70.70386810399492,1.3217
954,2020-08,Riverside County,404.0,876.0,43.0,25.428027901078,0.7059
955,2020-08,Tulare County,48.0,120.0,56.0,78.88395688015218,1.4859
956,2020-08,Placer County,80.0,300.0,35.0,76.22067216233354,1.4342
957,2020-08,Tehama County,0.0,40.0,62.0,57.32403297400127,1.1051
958,2020-08,Amador County,4.0,36.0,70.0,71.4013950538998,1.3313
959,2020-08,Kern County,92.0,324.0,35.0,55.35827520608751,1.0762
960,2020-08,Modoc County,0.0,0.0,83.0,,
961,2020-08,Sutter County,4.0,40.0,37.0,97.65377298668358,2.5017
962,2020-08,Marin County,4.0,108.0,38.0,52.377932783766646,1.0301
963,2020-08,Fresno County,56.0,240.0,31.0,72.47939124920735,1.3541
964,2020-08,Alameda County,52.0,360.0,28.0,42.54914394419784,0.9152
965,2020-08,Shasta County,24.0,108.0,60.0,35.89093214965124,0.8301
966,2020-08,Merced County,24.0,104.0,51.0,68.3576410906785,1.2731
967,2020-08,Siskiyou County,0.0,32.0,81.0,48.57324032974002,0.9856
968,2020-08,Sacramento County,192.0,484.0,35.0,66.01141407736209,1.2383
969,2020-08,San Benito County,12.0,24.0,53.0,87.12745719720989,1.6961
970,2020-08,San Francisco County,24.0,428.0,35.0,7.736207989854154,0.4464
971,2020-08,Santa Cruz County,8.0,76.0,49.0,68.29422954977807,1.2729
972,2020-08,Sonoma County,24.0,252.0,42.0,36.14457831325301,0.8366
973,2020-08,Lake County,4.0,44.0,63.0,24.032974001268236,0.6903
974,2020-08,Nevada County,20.0,108.0,62.0,49.96829422954978,0.9991
975,2020-08,Contra Costa County,52.0,344.0,29.0,60.24096385542169,1.1512
976,2020-08,Yuba County,8.0,48.0,61.0,93.65884590995562,2.0312
977,2020-08,San Diego County,388.0,1156.0,32.0,21.306277742549145,0.6584
978,2020-08,Lassen County,0.0,12.0,91.0,,
979,2020-08,Humboldt County,0.0,52.0,43.0,85.60558021559925,1.6565
980,2020-08,Butte County,4.0,112.0,46.0,58.78249841471148,1.1318
981,2020-08,Orange County,292.0,1408.0,40.0,15.789473684210526,0.589
982,2020-08,Napa County,4.0,72.0,66.0,43.56372859860495,0.9265
983,2020-08,El Dorado County,28.0,192.0,46.0,87.50792644261256,1.7151
984,2020-08,Los Angeles County,540.0,2420.0,38.0,20.355104629042486,0.6438
985,2020-08,Trinity County,0.0,20.0,102.0,,
986,2020-07,Santa Clara County,48.0,576.0,33.0,14.0139505389981,0.567
987,2020-07,San Bernardino County,332.0,804.0,51.0,31.008243500317057,0.7872
988,2020-07,Los Angeles County,476.0,2344.0,41.0,23.906150919467343,0.6966
989,2020-07,Butte County,12.0,116.0,53.0,61.25554850982879,1.153
990,2020-07,Amador County,8.0,60.0,75.0,70.00634115409005,1.2977
991,2020-07,Solano County,44.0,124.0,29.0,76.34749524413444,1.4302
992,2020-07,Plumas County,4.0,76.0,67.0,,
993,2020-07,Calaveras County,16.0,68.0,77.0,64.93341788205453,1.2078
994,2020-07,San Francisco County,24.0,396.0,30.0,9.511731135066585,0.4899
995,2020-07,Del Norte County,0.0,16.0,101.0,,
996,2020-07,Imperial County,4.0,16.0,43.0,85.60558021559925,1.6659
997,2020-07,Tehama County,4.0,48.0,66.0,60.5580215599239,1.147
998,2020-07,Modoc County,0.0,4.0,102.0,,
999,2020-07,Stanislaus County,48.0,112.0,36.0,80.02536461636018,1.4895
1000,2020-07,Santa Cruz County,12.0,108.0,49.0,70.57704502219404,1.3157
1001,2020-07,San Luis Obispo County,16.0,216.0,67.0,52.63157894736842,1.0329
1002,2020-07,Alpine County,0.0,4.0,181.0,,
1003,2020-07,Lassen County,0.0,20.0,112.0,,
1004,2020-07,Madera County,8.0,120.0,58.0,65.88459099556118,1.2272
1005,2020-07,Yolo County,24.0,80.0,54.0,67.97717184527585,1.2645
1006,2020-07,Marin County,4.0,104.0,39.0,54.85098287888396,1.0593
1007,2020-07,Contra Costa County,60.0,368.0,31.0,62.39695624603678,1.1727
1008,2020-07,Santa Barbara County,36.0,196.0,60.0,56.81674064679771,1.083
1009,2020-07,Colusa County,0.0,8.0,66.0,,
1010,2020-07,Merced County,48.0,96.0,53.0,56.0558021559924,1.0757
1011,2020-07,Placer County,52.0,312.0,38.0,71.84527584020292,1.3465
1012,2020-07,Alameda County,48.0,376.0,28.0,45.71972098922004,0.9426
1013,2020-07,Sacramento County,152.0,532.0,30.0,63.72859860494609,1.1955
1014,2020-07,San Mateo County,24.0,236.0,33.0,28.662016487000635,0.752
1015,2020-07,Trinity County,0.0,16.0,92.0,,
1016,2020-07,Tulare County,32.0,112.0,57.0,79.51807228915662,1.4836
1017,2020-07,Yuba County,12.0,36.0,57.0,92.39061509194674,1.9776
1018,2020-07,Kern County,64.0,292.0,38.0,50.09511731135067,1.0011
1019,2020-07,Monterey County,24.0,108.0,68.0,77.10843373493977,1.4421
1020,2020-07,Mariposa County,0.0,12.0,92.0,,
1021,2020-07,Orange County,212.0,1512.0,42.0,14.901712111604311,0.5812
1022,2020-07,San Joaquin County,84.0,168.0,40.0,76.22067216233354,1.4274
1023,2020-07,Tuolumne County,8.0,136.0,60.0,64.29930247305009,1.2034
1024,2020-07,Siskiyou County,4.0,24.0,79.0,55.61192136968928,1.07
1025,2020-07,Shasta County,28.0,136.0,65.0,35.89093214965124,0.8365
1026,2020-07,Riverside County,388.0,904.0,51.0,27.964489537095748,0.7456
1027,2020-07,Mono County,0.0,40.0,55.0,,
1028,2020-07,Inyo County,0.0,16.0,56.0,,
1029,2020-07,Sonoma County,20.0,316.0,44.0,35.82752060875079,0.836
1030,2020-07,San Diego County,280.0,1204.0,36.0,22.70133164235891,0.6803
1031,2020-07,Glenn County,0.0,8.0,130.0,,
1032,2020-07,El Dorado County,24.0,236.0,44.0,76.09384908053266,1.4269
1033,2020-07,Nevada County,16.0,120.0,62.0,42.99302473050095,0.9172
1034,2020-07,Sierra County,0.0,4.0,103.0,,
1035,2020-07,Sutter County,4.0,40.0,60.0,98.287888395688,2.7294
1036,2020-07,Humboldt County,4.0,64.0,53.0,87.06404565630945,1.7119
1037,2020-07,Mendocino County,0.0,44.0,96.0,67.08941027266962,1.2463
1038,2020-07,Fresno County,60.0,240.0,41.0,73.49397590361446,1.3754
1039,2020-07,Lake County,4.0,80.0,79.0,23.33544705136335,0.6901
1040,2020-07,Ventura County,56.0,308.0,45.0,59.22637920101459,1.1173
1041,2020-07,Kings County,8.0,40.0,41.0,95.62460367786936,2.1606
1042,2020-07,Napa County,4.0,100.0,62.0,46.16360177552315,0.947
1043,2020-07,San Benito County,8.0,20.0,70.0,83.25935320228281,1.5714
1044,2020-06,San Francisco County,12.0,268.0,29.0,19.08687381103361,0.6544
1045,2020-06,Glenn County,0.0,12.0,117.0,,
1046,2020-06,Lake County,4.0,68.0,97.0,21.116043119847813,0.6767
1047,2020-06,Riverside County,284.0,1108.0,60.0,18.1991122384274,0.6376
1048,2020-06,El Dorado County,16.0,284.0,43.0,64.61636017755231,1.1926
1049,2020-06,San Bernardino County,268.0,988.0,56.0,23.145212428662017,0.6963
1050,2020-06,San Benito County,12.0,40.0,78.0,74.63538363982245,1.3645
1051,2020-06,Humboldt County,0.0,64.0,73.0,77.67913760304376,1.4316
1052,2020-06,Alameda County,68.0,392.0,27.0,52.94863665187064,1.0382
1053,2020-06,Mendocino County,0.0,36.0,117.0,46.1001902346227,0.9483
1054,2020-06,Amador County,8.0,48.0,78.0,63.72859860494609,1.1806
1055,2020-06,Plumas County,4.0,72.0,70.0,,
1056,2020-06,Tehama County,8.0,68.0,78.0,60.05072923272036,1.1349
1057,2020-06,Alpine County,0.0,4.0,181.0,,
1058,2020-06,Shasta County,20.0,160.0,53.0,28.218135700697527,0.7504
1059,2020-06,Sacramento County,128.0,756.0,30.0,57.831325301204814,1.1033
1060,2020-06,Placer County,48.0,428.0,38.0,65.69435637285986,1.2131
1061,2020-06,Napa County,4.0,104.0,61.0,39.82244768547876,0.8757
1062,2020-06,Los Angeles County,468.0,2288.0,43.0,27.520608750792647,0.742
1063,2020-06,Imperial County,0.0,28.0,36.0,81.54724159797084,1.5263
1064,2020-06,Colusa County,0.0,8.0,86.0,,
1065,2020-06,San Mateo County,12.0,196.0,32.0,36.52504755865568,0.8465
1066,2020-06,Kern County,72.0,384.0,49.0,51.36334812935954,1.0167
1067,2020-06,Yolo County,16.0,116.0,50.0,63.03107165504122,1.171
1068,2020-06,Marin County,4.0,116.0,32.0,53.01204819277109,1.0383
1069,2020-06,Santa Cruz County,12.0,104.0,45.0,70.76727964489538,1.3013
1070,2020-06,Yuba County,4.0,44.0,56.0,92.89790741915029,1.9672
1071,2020-06,Fresno County,44.0,272.0,43.0,66.58211794546608,1.2282
1072,2020-06,Modoc County,0.0,0.0,170.0,,
1073,2020-06,Trinity County,0.0,16.0,92.0,,
1074,2020-06,Ventura County,48.0,360.0,54.0,55.35827520608751,1.066
1075,2020-06,Siskiyou County,0.0,44.0,80.0,38.807863031071655,0.8699
1076,2020-06,Contra Costa County,56.0,376.0,32.0,61.88966391883323,1.1569
1077,2020-06,Monterey County,8.0,136.0,87.0,74.69879518072288,1.3646
1078,2020-06,Tuolumne County,4.0,92.0,70.0,55.99239061509195,1.075
1079,2020-06,Sonoma County,20.0,360.0,40.0,29.042485732403296,0.7582
1080,2020-06,Santa Clara County,52.0,512.0,33.0,17.691819911223845,0.6312
1081,2020-06,Orange County,196.0,1524.0,42.0,14.901712111604311,0.5991
1082,2020-06,San Joaquin County,96.0,232.0,44.0,71.65504121750158,1.3136
1083,2020-06,Mariposa County,0.0,20.0,103.0,,
1084,2020-06,Lassen County,0.0,20.0,100.0,,
1085,2020-06,San Luis Obispo County,16.0,232.0,80.0,51.8706404565631,1.0208
1086,2020-06,Stanislaus County,32.0,112.0,45.0,78.24984147114775,1.4448
1087,2020-06,Madera County,20.0,92.0,67.0,56.9435637285986,1.089
1088,2020-06,Del Norte County,0.0,16.0,115.0,,
1089,2020-06,Calaveras County,8.0,92.0,88.0,57.5142675967026,1.0978
1090,2020-06,Butte County,16.0,128.0,47.0,65.50412175015853,1.2119
1091,2020-06,Kings County,20.0,44.0,50.0,96.2587190868738,2.3055
1092,2020-06,Mono County,4.0,24.0,87.0,,
1093,2020-06,Santa Barbara County,20.0,168.0,56.0,54.72415979708308,1.0563
1094,2020-06,Inyo County,0.0,4.0,76.0,,
1095,2020-06,Sutter County,4.0,60.0,46.0,98.22447685478755,2.6941
1096,2020-06,Solano County,52.0,156.0,33.0,77.86937222574508,1.4344
1097,2020-06,Tulare County,28.0,132.0,72.0,76.28408370323399,1.4066
1098,2020-06,Merced County,128.0,92.0,54.0,46.6708941027267,0.9552
1099,2020-06,Nevada County,12.0,112.0,62.0,33.86176284083703,0.8202
1100,2020-06,San Diego County,304.0,1272.0,37.0,21.686746987951807,0.6809
1101,2020-06,Sierra County,0.0,8.0,95.0,,
1102,2020-05,Merced County,32.0,160.0,60.0,41.471147748890296,0.899
1103,2020-05,Colusa County,0.0,8.0,102.0,,
1104,2020-05,Alpine County,0.0,4.0,195.0,,
1105,2020-05,Contra Costa County,48.0,360.0,36.0,61.44578313253012,1.1557
1106,2020-05,Shasta County,16.0,128.0,53.0,31.57894736842105,0.8013
1107,2020-05,Kern County,52.0,404.0,56.0,50.031705770450216,1.0005
1108,2020-05,Inyo County,0.0,12.0,67.0,,
1109,2020-05,Siskiyou County,4.0,32.0,75.0,40.139505389980975,0.8891
1110,2020-05,Humboldt County,4.0,56.0,70.0,72.85986049461002,1.3367
1111,2020-05,Glenn County,0.0,12.0,79.0,,
1112,2020-05,Placer County,28.0,408.0,44.0,65.44071020925809,1.2094
1113,2020-05,Mariposa County,0.0,16.0,92.0,,
1114,2020-05,Nevada County,12.0,140.0,77.0,25.237793278376664,0.7332
1115,2020-05,Yolo County,16.0,100.0,48.0,64.36271401395054,1.1983
1116,2020-05,Lake County,8.0,96.0,91.0,16.106531388712746,0.6193
1117,2020-05,El Dorado County,12.0,224.0,57.0,64.42612555485098,1.1984
1118,2020-05,Sierra County,0.0,4.0,122.0,,
1119,2020-05,San Luis Obispo County,12.0,208.0,71.0,54.533925174381736,1.0587
1120,2020-05,Solano County,32.0,184.0,35.0,73.93785668991757,1.3494
1121,2020-05,Alameda County,60.0,296.0,29.0,61.95307545973368,1.1631
1122,2020-05,Ventura County,32.0,376.0,62.0,55.041217501585294,1.0657
1123,2020-05,Calaveras County,16.0,100.0,76.0,48.06594800253647,0.9763
1124,2020-05,Mendocino County,0.0,40.0,125.0,48.82688649334179,0.9886
1125,2020-05,Lassen County,4.0,32.0,86.0,,
1126,2020-05,Del Norte County,0.0,16.0,114.0,,
1127,2020-05,Modoc County,0.0,0.0,214.0,,
1128,2020-05,Sonoma County,16.0,276.0,53.0,35.89093214965124,0.845
1129,2020-05,Plumas County,0.0,16.0,81.0,,
1130,2020-05,Sacramento County,108.0,692.0,35.0,58.211794546607486,1.1121
1131,2020-05,Tulare County,16.0,168.0,64.0,73.17691819911224,1.3428
1132,2020-05,San Mateo County,20.0,108.0,36.0,55.294863665187066,1.068
1133,2020-05,San Francisco County,20.0,152.0,32.0,50.66582117945466,1.0068
1134,2020-05,Kings County,4.0,48.0,59.0,95.87824984147116,2.1887
1135,2020-05,Madera County,24.0,132.0,65.0,50.7292327203551,1.0095
1136,2020-05,Marin County,8.0,80.0,31.0,70.19657577679138,1.2916
1137,2020-05,Trinity County,0.0,20.0,95.0,,
1138,2020-05,Yuba County,12.0,32.0,71.0,93.40519974635384,2.0131
1139,2020-05,Riverside County,260.0,1340.0,66.0,14.521242866201648,0.6047
1140,2020-05,Santa Barbara County,8.0,192.0,72.0,55.61192136968928,1.0706
1141,2020-05,Stanislaus County,24.0,216.0,46.0,74.69879518072288,1.3574
1142,2020-05,Amador County,4.0,48.0,75.0,68.92834495878249,1.2691
1143,2020-05,San Bernardino County,216.0,1184.0,66.0,18.89663918833228,0.6552
1144,2020-05,Los Angeles County,336.0,2144.0,55.0,36.33481293595434,0.8478
1145,2020-05,Butte County,8.0,172.0,59.0,63.09448319594166,1.1794
1146,2020-05,Imperial County,0.0,24.0,65.0,84.33734939759037,1.6014
1147,2020-05,Monterey County,8.0,132.0,77.0,72.16233354470513,1.3236
